学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,宏观经济研究中心,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,宏观经济研究中心,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,宏观经济研究中心,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,王亚南经济研究院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,王亚南经济研究院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,王亚南经济研究院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,公共政策研究院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,公共政策研究院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,公共政策研究院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,南洋研究院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,南洋研究院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,南洋研究院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厦门大学,福建,A,985，211，双一流,统考,南洋研究院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(806)宏、微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福州大学,福建,A,211，双一流,统考,经济与管理学院,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福建师范大学,福建,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福建师范大学,福建,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福建师范大学,福建,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福建师范大学,福建,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
福建师范大学,福建,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南昌大学,江西,A,211，双一流,统考,经济管理学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(857)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南昌大学,江西,A,211，双一流,统考,经济管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(857)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南昌大学,江西,A,211，双一流,统考,经济管理学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(857)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南昌大学,江西,A,211，双一流,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(857)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,国际经贸学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学基础,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,国际经贸学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学基础,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,国际经贸学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学基础,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
江西财经大学,江西,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(803)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(803)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,经济研究院,(020100)理论经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,东北亚学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,商学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,商学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,商学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,商学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东大学,山东,A,985，211，双一流,统考,商学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(807)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(804)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(804)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(804)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山东师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：22(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(804)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
曲阜师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
曲阜师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
曲阜师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
曲阜师范大学,山东,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)经济学基础,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
